acci_severity,row,acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,junc_detail_d,ped_cross_hum_con_d,ped_cross_phy_facil_d,carri_haz_d,light_con_d,road_surf_con_d,road_type_d,spec_con_site_d,weath_con_d,urb_or_rur_d,NumberHits,ExpectedHits,SamplingWeight,constant,NumberHits2,ExpectedHits2,SamplingWeight2
2,2,451046863,487907,158139,-0.740028,51.31558,5/19/2021,may,4,45:00.0,8,morni,E07000214,4,3411,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030766,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451046863,487907,158139,-0.740028,51.31558,5/19/2021,may,4,45:00.0,8,morni,E07000214,4,3411,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030766,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451046863,487907,158139,-0.740028,51.31558,5/19/2021,may,4,45:00.0,8,morni,E07000214,4,3411,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030766,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451049443,523411,160014,-0.230163,51.325845,5/26/2021,may,4,45:00.0,16,after,E07000211,6,0,6,30,3,6,0,0,1,1,2,0,0,1,1,2,E01030603,1,3,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451049443,523411,160014,-0.230163,51.325845,5/26/2021,may,4,45:00.0,16,after,E07000211,6,0,6,30,3,6,0,0,1,1,2,0,0,1,1,2,E01030603,1,3,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451049464,513273,164464,-0.374186,51.36795,5/26/2021,may,4,10:00.0,23,eveni,E07000207,3,244,6,30,0,0,0,0,4,1,1,0,0,1,1,2,E01030308,2,3,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451049657,516508,157145,-0.330127,51.301513,5/27/2021,may,5,50:00.0,8,morni,E07000210,3,245,6,30,3,6,0,4,1,1,1,0,0,1,1,2,E01030549,2,1,T or staggered junction,None within 50 metres,"Pelican, puffin, toucan or similar non-junction",None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451050214,494690,145110,-0.646172,51.197368,5/28/2021,may,6,15:00.0,18,eveni,E07000209,3,3,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030472,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451050307,506516,172794,-0.468716,51.44413,5/18/2021,may,3,42:00.0,13,after,E07000213,3,30,3,40,3,6,0,0,1,1,2,0,0,2,1,1,E01030707,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Fine no high winds,Rural,3,1,1,1,3,1,1
2,2,451050307,506516,172794,-0.468716,51.44413,5/18/2021,may,3,42:00.0,13,after,E07000213,3,30,3,40,3,6,0,0,1,1,2,0,0,2,1,1,E01030707,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Fine no high winds,Rural,3,1,1,1,3,1,1
2,2,451050307,506516,172794,-0.468716,51.44413,5/18/2021,may,3,42:00.0,13,after,E07000213,3,30,3,40,3,6,0,0,1,1,2,0,0,2,1,1,E01030707,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Fine no high winds,Rural,3,1,1,1,3,1,1
2,2,451050551,523860,156157,-0.22506,51.291083,5/30/2021,may,1,36:00.0,18,eveni,E07000211,3,1,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030638,3,3,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,1,1,1
2,2,451050552,507263,159488,-0.461985,51.324388,5/30/2021,may,1,01:00.0,19,eveni,E07000209,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451050552,507263,159488,-0.461985,51.324388,5/30/2021,may,1,01:00.0,19,eveni,E07000209,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451050718,519808,154350,-0.283749,51.275708,5/30/2021,may,1,23:00.0,15,after,E07000210,4,2033,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030524,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451050718,519808,154350,-0.283749,51.275708,5/30/2021,may,1,23:00.0,15,after,E07000210,4,2033,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030524,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451051100,500235,150796,-0.565249,51.247535,6/1/2021,jun,3,00:00.0,20,eveni,E07000209,3,25,6,40,0,0,0,0,1,1,1,0,2,2,1,2,E01030438,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,2,1,1
2,2,451051100,500235,150796,-0.565249,51.247535,6/1/2021,jun,3,00:00.0,20,eveni,E07000209,3,25,6,40,0,0,0,0,1,1,1,0,2,2,1,2,E01030438,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,2,1,1
2,2,451051476,520800,160853,-0.267334,51.333946,5/29/2021,may,7,20:00.0,22,eveni,E07000208,6,0,6,30,6,6,0,5,4,1,1,0,0,1,1,2,E01030411,1,1,Crossroads,None within 50 metres,Pedestrian phase at traffic signal junction,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451051476,520800,160853,-0.267334,51.333946,5/29/2021,may,7,20:00.0,22,eveni,E07000208,6,0,6,30,6,6,0,5,4,1,1,0,0,1,1,2,E01030411,1,1,Crossroads,None within 50 metres,Pedestrian phase at traffic signal junction,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451051476,520800,160853,-0.267334,51.333946,5/29/2021,may,7,20:00.0,22,eveni,E07000208,6,0,6,30,6,6,0,5,4,1,1,0,0,1,1,2,E01030411,1,1,Crossroads,None within 50 metres,Pedestrian phase at traffic signal junction,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451052403,483763,146164,-0.802275,51.208549,6/5/2021,jun,7,10:00.0,1,night,E07000216,3,31,3,50,0,0,0,0,4,1,1,0,0,2,1,2,E01030889,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Dry,Dual carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451052597,501375,159385,-0.546487,51.324542,6/5/2021,jun,7,39:00.0,18,eveni,E07000217,6,0,2,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030980,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,One way street,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451052714,490343,143103,-0.708873,51.180029,6/5/2021,jun,7,14:00.0,10,morni,E07000216,6,0,6,30,3,6,0,0,1,1,1,0,2,2,1,2,E01030878,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451052714,490343,143103,-0.708873,51.180029,6/5/2021,jun,7,14:00.0,10,morni,E07000216,6,0,6,30,3,6,0,0,1,1,1,0,2,2,1,2,E01030878,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,Other object on road,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,2,1,1
2,2,451052763,520494,146745,-0.276475,51.20721,6/6/2021,jun,1,20:00.0,16,after,E07000210,6,0,6,40,6,6,0,0,1,1,1,0,0,2,1,2,E01030530,2,1,Crossroads,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,1,1,1
2,2,451052804,495655,161765,-0.627915,51.346926,6/5/2021,jun,7,30:00.0,20,eveni,E07000214,3,319,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030807,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,2,1,1
2,2,451052804,495655,161765,-0.627915,51.346926,6/5/2021,jun,7,30:00.0,20,eveni,E07000214,3,319,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030807,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,2,1,1
2,2,451053213,493126,139888,-0.6699,51.15068,6/5/2021,jun,7,30:00.0,17,after,E07000216,3,286,6,50,6,6,0,0,1,1,1,0,0,2,1,2,E01030941,1,2,Crossroads,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451053694,488378,150014,-0.735278,51.242465,6/7/2021,jun,2,27:00.0,13,after,E07000209,3,323,1,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030424,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Roundabout,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451053728,485976,160193,-0.767234,51.33434,6/5/2021,jun,7,40:00.0,12,after,E07000214,3,30,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030793,2,2,Other junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451053728,485976,160193,-0.767234,51.33434,6/5/2021,jun,7,40:00.0,12,after,E07000214,3,30,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030793,2,2,Other junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451053728,485976,160193,-0.767234,51.33434,6/5/2021,jun,7,40:00.0,12,after,E07000214,3,30,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030793,2,2,Other junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,3,1,1
2,2,451053732,526831,157015,-0.18217,51.298141,6/8/2021,jun,3,32:00.0,22,eveni,E07000211,4,2032,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030567,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451054211,521843,161929,-0.252002,51.343395,6/9/2021,jun,4,46:00.0,13,after,E07000208,3,24,6,30,9,6,0,4,1,1,1,0,0,1,1,2,E01030392,1,1,Other junction,None within 50 metres,"Pelican, puffin, toucan or similar non-junction",None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451054211,521843,161929,-0.252002,51.343395,6/9/2021,jun,4,46:00.0,13,after,E07000208,3,24,6,30,9,6,0,4,1,1,1,0,0,1,1,2,E01030392,1,1,Other junction,None within 50 metres,"Pelican, puffin, toucan or similar non-junction",None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451054625,528013,146244,-0.169074,51.201074,6/10/2021,jun,5,20:00.0,17,after,E07000211,4,1,6,30,3,4,0,0,1,1,1,0,0,1,1,2,E01030628,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,1,1,1
2,2,451054875,487049,160333,-0.751801,51.335435,6/11/2021,jun,6,05:00.0,10,morni,E07000214,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030795,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451055656,491821,134960,-0.689806,51.10659,6/13/2021,jun,1,00:00.0,13,after,E07000216,3,286,6,50,0,0,0,0,1,1,1,0,0,2,1,2,E01030932,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,1,1,1
2,2,451056624,503960,163391,-0.508234,51.360084,6/16/2021,jun,4,30:00.0,17,after,E07000212,6,0,6,30,3,6,0,0,1,1,1,0,0,2,1,2,E01030661,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,3,1,1
2,2,451056624,503960,163391,-0.508234,51.360084,6/16/2021,jun,4,30:00.0,17,after,E07000212,6,0,6,30,3,6,0,0,1,1,1,0,0,2,1,2,E01030661,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,3,1,1
2,2,451056624,503960,163391,-0.508234,51.360084,6/16/2021,jun,4,30:00.0,17,after,E07000212,6,0,6,30,3,6,0,0,1,1,1,0,0,2,1,2,E01030661,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,3,1,1
2,2,451056862,503867,160482,-0.510416,51.333953,6/16/2021,jun,4,15:00.0,14,after,E07000217,3,245,6,30,2,3,0,0,1,1,1,0,0,1,1,2,E01031002,1,2,Mini-roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451056950,489801,132324,-0.719306,51.083212,6/17/2021,jun,5,07:00.0,16,after,E07000216,3,286,6,40,3,6,0,0,1,2,2,0,0,1,1,2,E01030931,3,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,1,1,1
2,2,451056960,496315,159036,-0.619179,51.322283,6/12/2021,jun,7,06:00.0,8,morni,E07000217,6,0,6,40,3,6,0,0,1,1,1,0,0,1,1,2,E01030977,3,5,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451056960,496315,159036,-0.619179,51.322283,6/12/2021,jun,7,06:00.0,8,morni,E07000217,6,0,6,40,3,6,0,0,1,1,1,0,0,1,1,2,E01030977,3,5,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,2,1,1
2,2,451057020,501897,157778,-0.539457,51.310003,6/15/2021,jun,3,46:00.0,19,eveni,E07000217,6,0,6,30,3,4,0,0,1,1,1,0,0,1,3,2,E01030990,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451058072,498883,153001,-0.584005,51.267592,6/21/2021,jun,2,15:00.0,14,after,E07000209,6,0,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030501,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,1,1,1,1,2,1,1
2,2,451058072,498883,153001,-0.584005,51.267592,6/21/2021,jun,2,15:00.0,14,after,E07000209,6,0,6,40,0,0,0,0,1,2,2,0,0,2,1,2,E01030501,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Rural,1,1,1,1,2,1,1
2,2,451058398,516343,166072,-0.329579,51.381782,6/22/2021,jun,3,50:00.0,9,morni,E07000207,6,0,6,30,9,6,0,0,1,8,1,0,0,1,1,2,E01030325,1,2,Other junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Other,Urban,2,1,1,1,1,1,1
2,2,451059344,511228,164521,-0.403534,51.368866,6/23/2021,jun,4,45:00.0,17,after,E07000207,3,317,3,40,0,0,0,0,1,1,1,0,0,1,3,2,E01030313,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451059935,526941,157003,-0.180598,51.298008,6/26/2021,jun,7,50:00.0,16,after,E07000211,4,2032,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01030567,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,4,1,1
2,2,451059935,526941,157003,-0.180598,51.298008,6/26/2021,jun,7,50:00.0,16,after,E07000211,4,2032,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01030567,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,4,1,1
2,2,451059935,526941,157003,-0.180598,51.298008,6/26/2021,jun,7,50:00.0,16,after,E07000211,4,2032,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01030567,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,4,1,1
2,2,451059935,526941,157003,-0.180598,51.298008,6/26/2021,jun,7,50:00.0,16,after,E07000211,4,2032,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01030567,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,4,1,1
2,2,451060101,526556,142937,-0.19108,51.171676,6/27/2021,jun,1,58:00.0,14,after,E07000210,3,217,6,40,0,0,0,8,1,1,1,0,0,2,1,2,E01030531,1,2,Not at junction or within 20 metres,None within 50 metres,Central refuge,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451060279,508780,165012,-0.438537,51.373753,6/18/2021,jun,6,43:00.0,19,eveni,E07000207,3,3050,6,30,3,6,0,8,1,2,2,0,0,1,3,2,E01030339,1,2,T or staggered junction,None within 50 metres,Central refuge,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,1,1,1
2,2,451060889,482348,143618,-0.82311,51.185865,6/28/2021,jun,2,00:00.0,8,morni,E07000216,6,0,6,20,0,0,0,0,1,2,2,0,0,1,1,2,E01030906,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451060889,482348,143618,-0.82311,51.185865,6/28/2021,jun,2,00:00.0,8,morni,E07000216,6,0,6,20,0,0,0,0,1,2,2,0,0,1,1,2,E01030906,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451061075,504467,164377,-0.500666,51.368854,6/29/2021,jun,3,35:00.0,10,morni,E07000212,4,3121,6,30,0,0,0,0,4,1,1,0,0,1,3,2,E01030648,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - lights lit,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451061459,499263,150812,-0.579166,51.247848,6/27/2021,jun,1,00:00.0,15,after,E07000209,3,25,3,20,0,0,0,0,1,2,2,0,0,1,3,2,E01030450,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451061459,499263,150812,-0.579166,51.247848,6/27/2021,jun,1,00:00.0,15,after,E07000209,3,25,3,20,0,0,0,0,1,2,2,0,0,1,3,2,E01030450,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Dual carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451062224,530626,141825,-0.133298,51.160768,7/1/2021,jul,5,44:00.0,7,morni,E07000215,1,23,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030819,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Dual carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451062227,516056,156891,-0.33669,51.299323,6/23/2021,jun,4,37:00.0,12,after,E07000210,6,0,6,30,3,6,0,0,1,1,1,5,0,1,1,2,E01030549,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,Road,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451127753,509376,157078,-0.43241,51.302324,12/31/2021,dec,6,20:00.0,18,eveni,E07000209,6,0,6,60,3,6,0,0,6,1,2,5,0,2,1,2,E01030458,1,1,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Wet or damp,Single carriageway,Road,Fine no high winds,Rural,3,1,1,1,1,1,1
2,2,451062441,495915,161805,-0.624172,51.347242,7/3/2021,jul,7,00:00.0,17,after,E07000214,3,319,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030807,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451063896,501359,145262,-0.550713,51.197592,7/7/2021,jul,4,30:00.0,9,morni,E07000216,4,2128,6,30,0,0,0,0,1,1,2,0,0,2,1,2,E01030863,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,2,1,1
2,2,451063896,501359,145262,-0.550713,51.197592,7/7/2021,jul,4,30:00.0,9,morni,E07000216,4,2128,6,30,0,0,0,0,1,1,2,0,0,2,1,2,E01030863,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Fine no high winds,Rural,2,1,1,1,2,1,1
2,2,451064908,519006,146546,-0.297832,51.205733,7/10/2021,jul,7,30:00.0,19,eveni,E07000210,4,1,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030544,2,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Rural,1,1,1,1,1,1,1
2,2,451065366,500817,159045,-0.554589,51.321585,6/16/2021,jun,4,38:00.0,12,after,E07000217,6,0,1,30,1,6,0,0,1,1,2,0,0,1,3,2,E01030954,1,2,Roundabout,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Roundabout,None,Fine no high winds,Urban,1,1,1,1,1,1,1
2,2,451066243,496314,155915,-0.620035,51.294227,6/27/2021,jun,1,03:00.0,5,night,E07000217,3,322,6,40,0,0,0,0,6,4,1,0,0,1,2,2,E01030944,1,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Darkness - no lighting,Dry,Single carriageway,None,Fine + high winds,Urban,1,1,1,1,1,1,1
2,2,451066309,503880,170889,-0.507191,51.427496,7/13/2021,jul,3,30:00.0,15,after,E07000213,4,376,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030727,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,2,1,1
2,2,451066309,503880,170889,-0.507191,51.427496,7/13/2021,jul,3,30:00.0,15,after,E07000213,4,376,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030727,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,2,1,1
2,2,451066420,515034,164731,-0.348814,51.369996,6/29/2021,jun,3,29:00.0,17,after,E07000207,6,0,6,40,0,0,0,0,1,2,2,0,0,1,1,2,E01030321,3,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451066420,515034,164731,-0.348814,51.369996,6/29/2021,jun,3,29:00.0,17,after,E07000207,6,0,6,40,0,0,0,0,1,2,2,0,0,1,1,2,E01030321,3,1,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Wet or damp,Single carriageway,None,Raining no high winds,Urban,1,1,1,1,2,1,1
2,2,451066780,504932,161035,-0.494971,51.338728,7/15/2021,jul,5,20:00.0,16,after,E07000217,3,245,6,40,3,6,0,0,1,1,1,0,0,1,3,2,E01031003,1,2,T or staggered junction,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,1,1,1
2,2,451067150,534487,157441,-0.07226,51.300214,7/17/2021,jul,7,00:00.0,11,morni,E07000215,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030859,1,2,Not at junction or within 20 metres,None within 50 metres,No physical crossing facilities within 50 metres,None,Daylight,Dry,Single carriageway,None,Fine no high winds,Urban,2,1,1,1,3,1,1
