acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,acci_severity
451031178,517483,156825,-0.316253,51.298437,3/28/2021,mar,1,5:30:00,5,night,E07000210,3,24,1,40,1,3,0,0,4,1,1,0,0,1,1,2,E01030553,1,1,3
451031183,487120,159454,-0.750997,51.327522,3/26/2021,mar,6,12:00:00,12,after,E07000214,6,0,6,30,0,0,0,0,1,2,2,0,0,1,1,2,E01030803,1,4,3
451031201,505187,156725,-0.492581,51.29994,3/28/2021,mar,1,13:22:00,13,after,E07000209,6,0,6,30,0,0,0,0,1,4,1,0,0,2,1,2,E01030459,1,1,3
451031207,494529,155785,-0.645662,51.293358,3/26/2021,mar,6,8:05:00,8,morni,E07000209,3,324,6,30,0,0,0,0,1,2,2,0,0,1,2,2,E01030473,1,2,3
451031215,514173,168882,-0.359846,51.40748,3/27/2021,mar,7,11:46:00,11,morni,E07000207,3,3050,6,30,0,0,0,8,1,1,1,0,0,2,2,2,E01030333,1,2,2
451031239,504459,171362,-0.498726,51.431642,3/28/2021,mar,1,17:45:00,17,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030737,1,2,3
451031422,504494,143655,-0.506327,51.182582,3/26/2021,mar,6,20:05:00,20,eveni,E07000216,6,0,6,60,0,0,0,0,6,1,1,0,0,2,2,2,E01030940,1,1,3
451031438,528718,155828,-0.155547,51.28705,3/29/2021,mar,2,11:50:00,11,morni,E07000211,3,23,6,40,9,6,0,0,1,1,1,0,0,1,1,1,E01030567,1,2,3
451031488,503706,133614,-0.520483,51.092466,3/28/2021,mar,1,21:20:00,21,eveni,E07000216,4,2133,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030862,1,3,3
451031528,524789,160238,-0.210318,51.327558,3/29/2021,mar,2,16:14:00,16,after,E07000211,3,217,7,40,0,0,0,5,1,1,1,0,0,1,1,2,E01030604,1,2,2
451031544,526515,141883,-0.192036,51.162212,3/29/2021,mar,2,18:55:00,18,eveni,E07000210,4,2,6,50,0,0,0,0,1,1,1,0,0,1,1,2,E01030531,1,1,2
451031582,497660,149977,-0.602354,51.240619,3/18/2021,mar,5,13:50:00,13,after,E07000209,6,0,1,30,1,6,0,0,1,1,1,0,0,1,2,2,E01030470,1,2,3
451127152,525776,150344,-0.19964,51.23842,12/30/2021,dec,5,11:05:00,11,morni,E07000211,3,25,6,30,0,0,0,4,1,1,2,0,0,1,1,2,E01030620,1,2,3
451031717,500140,160299,-0.56395,51.332977,3/30/2021,mar,3,7:17:00,7,morni,E07000217,3,3046,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030965,1,1,2
451031746,501122,160176,-0.549893,51.331697,3/30/2021,mar,3,8:10:00,8,morni,E07000217,6,0,6,30,6,6,0,0,1,1,1,0,0,1,2,2,E01030964,1,2,3
451031840,533288,156462,-0.089813,51.291698,3/30/2021,mar,3,14:21:00,14,after,E07000215,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030846,1,2,2
451031842,515109,166276,-0.347237,51.383867,3/30/2021,mar,3,19:15:00,19,eveni,E07000207,3,309,6,40,6,6,0,0,4,1,1,0,0,1,1,2,E01030370,1,2,2
451031844,489307,160145,-0.719443,51.333395,3/30/2021,mar,3,15:45:00,15,after,E07000214,6,0,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030789,1,1,3
451031846,507440,171545,-0.455804,51.432729,3/30/2021,mar,3,21:20:00,21,eveni,E07000213,4,377,1,30,0,0,0,0,4,1,1,0,0,1,1,2,E01030704,1,2,3
451031860,494388,161420,-0.646193,51.344036,3/19/2021,mar,6,17:13:00,17,after,E07000214,3,319,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030807,1,3,2
451032004,521564,146687,-0.261185,51.206463,3/31/2021,mar,4,5:45:00,5,night,E07000210,6,0,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030530,1,1,2
451032096,517110,151753,-0.323261,51.252926,3/31/2021,mar,4,11:30:00,11,morni,E07000210,3,24,3,50,3,6,0,0,1,1,1,0,0,2,1,2,E01030556,1,2,2
451032123,501804,171698,-0.536809,51.435145,3/30/2021,mar,3,15:09:00,15,after,E07000212,3,30,6,50,0,0,0,0,1,1,1,0,0,1,1,1,E01030664,2,3,3
451032158,528733,155821,-0.155335,51.286984,3/31/2021,mar,4,17:13:00,17,after,E07000211,3,23,3,40,9,3,0,0,1,1,1,0,0,1,1,1,E01030569,2,2,3
451032161,527957,143128,-0.170983,51.173081,3/31/2021,mar,4,14:45:00,14,after,E07000211,3,23,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030588,1,1,1
451032163,514195,168150,-0.359765,51.400896,3/31/2021,mar,4,16:45:00,16,after,E07000207,4,369,6,30,3,6,0,0,1,1,1,0,0,1,3,2,E01030327,1,1,3
451032184,527753,142744,-0.174036,51.169675,4/1/2021,apr,5,4:14:00,4,night,E07000211,3,1,6,30,9,6,0,0,4,1,1,0,0,1,1,2,E01030588,1,1,2
451032241,520223,164143,-0.274503,51.363637,4/1/2021,apr,5,6:45:00,6,morni,E07000208,4,284,6,30,0,0,0,4,1,8,1,0,7,1,1,2,E01030399,1,1,3
451032425,504492,163756,-0.500489,51.363268,4/1/2021,apr,5,17:33:00,17,after,E07000212,1,25,3,70,0,0,0,0,1,1,1,0,0,1,1,1,E01030660,1,3,3
451032426,513755,164764,-0.367169,51.37055,4/1/2021,apr,5,7:35:00,7,morni,E07000207,3,244,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030308,1,2,3
451032434,542170,154577,0.036733,51.272612,4/1/2021,apr,5,18:45:00,18,eveni,E07000215,6,0,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01032571,1,1,3
451032452,521101,160883,-0.263005,51.334152,4/1/2021,apr,5,19:50:00,19,eveni,E07000208,3,2022,6,30,0,0,0,0,4,1,1,0,0,1,2,2,E01030412,1,2,3
451032455,490647,133167,-0.70702,51.090658,4/1/2021,apr,5,8:00:00,8,morni,E07000216,3,286,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030933,1,1,3
451032467,509985,165140,-0.421192,51.374672,4/2/2021,apr,6,11:40:00,11,morni,E07000207,4,365,6,30,0,0,0,0,1,2,1,0,0,1,1,2,E01030366,1,1,3
451032476,501347,160303,-0.546628,51.332799,4/2/2021,apr,6,13:00:00,13,after,E07000217,3,245,6,50,8,6,2,0,1,1,1,0,0,2,1,2,E01030964,2,2,2
451032520,510059,152530,-0.424016,51.261313,3/30/2021,mar,3,15:32:00,15,after,E07000209,3,246,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030442,1,3,3
451032538,499724,157108,-0.57081,51.304365,4/3/2021,apr,7,2:34:00,2,night,E07000217,3,320,6,30,0,0,0,0,4,1,1,0,0,1,1,2,E01030971,2,1,3
451032540,505444,163048,-0.487029,51.356728,4/3/2021,apr,7,1:24:00,1,night,E07000212,4,385,6,30,2,6,0,8,4,1,1,0,0,1,1,2,E01030683,2,5,3
451032542,515956,161796,-0.33653,51.343429,4/3/2021,apr,7,1:45:00,1,night,E07000207,4,280,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030342,1,2,3
451032578,534270,156355,-0.075779,51.290506,4/3/2021,apr,7,10:51:00,10,morni,E07000215,4,2208,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030851,1,2,3
451032612,524460,160319,-0.215009,51.328358,4/3/2021,apr,7,15:25:00,15,after,E07000211,3,1,6,30,9,3,0,0,1,1,1,0,0,1,1,2,E01030604,1,2,3
451032625,536594,144263,-0.047078,51.181285,4/3/2021,apr,7,13:45:00,13,after,E07000215,3,1,6,50,0,0,0,0,1,1,1,0,0,2,1,2,E01030816,1,3,3
451032664,495539,142479,-0.634723,51.173575,4/4/2021,apr,1,1:30:00,1,night,E07000216,3,3100,6,40,0,0,0,0,4,1,1,0,0,2,1,2,E01030915,2,2,3
451032668,505775,147929,-0.486747,51.220766,4/3/2021,apr,7,23:00:00,23,eveni,E07000209,3,248,6,60,0,0,0,0,6,1,1,0,0,2,1,2,E01030491,3,1,3
451032685,504416,171949,-0.499171,51.436926,4/3/2021,apr,7,8:57:00,8,morni,E07000213,3,30,3,30,6,3,0,7,1,1,1,4,0,1,1,1,E01030734,2,2,3
451032697,505273,164687,-0.489,51.371492,4/4/2021,apr,1,12:05:00,12,after,E07000212,4,3121,6,30,3,6,0,0,1,1,1,0,0,1,2,2,E01030646,2,3,3
451032701,507157,168719,-0.460728,51.407382,4/3/2021,apr,7,20:15:00,20,eveni,E07000213,6,0,6,30,0,0,0,0,4,1,1,0,0,2,1,2,E01030722,3,1,2
451032702,533989,154915,-0.080347,51.277631,4/3/2021,apr,7,16:35:00,16,after,E07000215,6,0,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030829,1,2,3
451032703,506326,174341,-0.470985,51.458072,4/4/2021,apr,1,12:45:00,12,after,E07000213,6,0,1,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030744,1,2,3
451032707,534571,157175,-0.071156,51.297804,4/4/2021,apr,1,10:51:00,10,morni,E07000215,3,22,3,40,1,3,0,0,1,1,1,0,0,2,3,2,E01030859,1,2,3
451032719,534133,154389,-0.078481,51.27287,4/4/2021,apr,1,18:03:00,18,eveni,E07000215,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030829,1,1,3
451127225,528158,143145,-0.168103,51.173189,12/30/2021,dec,5,12:15:00,12,after,E07000211,6,0,6,30,8,6,0,0,1,2,2,0,0,1,1,2,E01030575,3,2,2
451032760,500392,135425,-0.567287,51.109334,4/4/2021,apr,1,12:30:00,12,after,E07000216,6,0,6,50,0,0,0,0,1,1,1,0,0,2,3,2,E01030867,2,2,3
451032761,504203,142133,-0.51093,51.168954,4/4/2021,apr,1,16:04:00,16,after,E07000216,4,2128,6,30,0,0,0,0,1,1,1,0,0,2,3,2,E01030940,1,2,3
451032767,487282,160767,-0.748351,51.339301,3/31/2021,mar,4,13:00:00,13,after,E07000214,3,30,3,30,9,6,0,0,1,1,1,0,0,2,3,2,E01030800,1,2,3
451032783,519920,140520,-0.286761,51.15138,4/5/2021,apr,2,14:37:00,14,after,E07000210,6,0,6,40,0,0,0,0,1,1,1,0,2,2,1,2,E01030528,1,1,2
451032788,517736,151938,-0.314234,51.25446,3/30/2021,mar,3,15:45:00,15,after,E07000210,6,0,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030556,1,1,2
451032800,493107,139896,-0.670169,51.150756,4/5/2021,apr,2,17:30:00,17,after,E07000216,3,286,6,50,6,6,0,0,1,1,1,0,0,2,1,2,E01030941,1,2,3
451032812,521361,153036,-0.261941,51.26357,4/5/2021,apr,2,17:16:00,17,after,E07000211,4,2032,6,40,3,4,0,0,1,1,1,0,0,2,1,2,E01030639,3,2,3
451032860,502230,172677,-0.5304,51.443868,4/5/2021,apr,2,21:17:00,21,eveni,E07000213,3,30,1,30,1,3,0,0,4,1,1,4,0,2,2,1,E01030735,1,2,2
451033123,522071,162090,-0.248675,51.344793,4/6/2021,apr,3,14:31:00,14,after,E07000208,3,1,3,30,1,3,0,0,1,1,1,0,0,1,1,2,E01030392,1,3,3
451033137,502260,167075,-0.531583,51.393508,4/6/2021,apr,3,10:43:00,10,morni,E07000212,1,25,3,70,0,0,0,0,1,1,1,0,3,2,1,1,E01030656,1,4,3
451033139,493769,161871,-0.654959,51.348193,4/6/2021,apr,3,14:20:00,14,after,E07000214,3,322,3,70,3,6,0,8,1,1,1,0,0,2,1,2,E01030806,1,1,1
451033140,524684,154296,-0.213898,51.274178,4/6/2021,apr,3,16:10:00,16,after,E07000211,3,217,3,40,9,6,0,0,1,1,1,0,0,2,1,2,E01030590,1,2,3
451033423,534232,155404,-0.076682,51.281968,4/7/2021,apr,4,8:11:00,8,morni,E07000215,6,0,6,40,9,6,0,0,1,1,1,0,0,1,1,2,E01030829,2,2,2
451033828,533869,155299,-0.081923,51.28111,4/7/2021,apr,4,14:10:00,14,after,E07000215,4,2030,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030829,1,1,2
451033879,515356,168425,-0.342993,51.403133,4/8/2021,apr,5,11:38:00,11,morni,E07000207,3,3050,6,30,3,3,0,0,1,1,1,0,0,1,1,2,E01030326,1,2,3
451033906,526217,152384,-0.192607,51.256657,4/8/2021,apr,5,23:10:00,23,eveni,E07000211,6,0,6,40,3,6,0,0,4,1,1,0,0,2,1,2,E01030625,1,2,2
451034058,528118,150773,-0.165956,51.241755,4/8/2021,apr,5,17:57:00,17,after,E07000211,6,0,6,30,3,3,0,0,1,1,1,0,0,1,2,2,E01030612,1,2,3
451034094,501281,160006,-0.54766,51.330141,4/7/2021,apr,4,7:14:00,7,morni,E07000217,3,320,6,50,3,6,0,0,1,1,1,0,0,1,1,2,E01030964,4,3,2
451034157,507136,164697,-0.462242,51.371234,4/9/2021,apr,6,13:28:00,13,after,E07000207,4,374,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030374,1,1,3
451034176,508150,171581,-0.445584,51.432918,4/9/2021,apr,6,11:30:00,11,morni,E07000213,4,377,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030706,1,1,3
451034204,499600,149574,-0.574683,51.236661,4/9/2021,apr,6,14:57:00,14,after,E07000209,6,0,6,30,0,0,0,4,1,1,1,0,0,1,1,2,E01030451,1,1,3
451034234,512516,155804,-0.387788,51.290262,4/9/2021,apr,6,19:27:00,19,eveni,E07000210,6,0,6,30,3,6,0,0,6,1,1,0,0,2,1,2,E01030517,4,2,3
451034262,486850,159325,-0.754902,51.326404,4/9/2021,apr,6,20:24:00,20,eveni,E07000214,4,3411,6,30,9,6,0,0,4,1,1,0,0,1,2,2,E01030803,1,1,3
451034281,502852,173678,-0.521163,51.452753,4/10/2021,apr,7,5:15:00,5,night,E07000213,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030735,1,2,3
451034286,529374,157243,-0.145632,51.299618,4/2/2021,apr,6,6:30:00,6,morni,E07000211,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030569,1,2,3
451034301,507458,171757,-0.455481,51.434632,4/10/2021,apr,7,10:16:00,10,morni,E07000213,6,0,6,30,3,4,0,0,1,1,1,0,0,1,1,2,E01030704,1,2,3
451034335,516822,147525,-0.328763,51.214983,4/10/2021,apr,7,14:22:00,14,after,E07000210,3,24,1,50,1,3,0,0,1,1,1,0,0,1,1,2,E01030547,1,2,3
451034338,499899,150131,-0.570247,51.241616,4/10/2021,apr,7,16:41:00,16,after,E07000209,4,1,3,30,0,0,0,0,1,2,1,0,0,1,1,2,E01030457,1,2,3
451034348,502092,159487,-0.536171,51.32533,4/10/2021,apr,7,16:30:00,16,after,E07000217,4,1,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030981,1,2,3
451034350,500488,158453,-0.559476,51.316321,4/10/2021,apr,7,17:34:00,17,after,E07000217,3,320,6,30,0,0,0,1,1,1,1,4,0,1,1,2,E01030993,2,1,3
451034353,509709,160704,-0.42652,51.334853,4/10/2021,apr,7,15:10:00,15,after,E07000207,3,3,7,70,1,3,0,0,1,1,1,0,0,2,1,1,E01030318,2,2,3
451034378,495561,145556,-0.633591,51.201232,4/10/2021,apr,7,18:28:00,18,eveni,E07000216,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030919,1,1,2
451034380,505543,139183,-0.492634,51.142191,4/9/2021,apr,6,19:55:00,19,eveni,E07000216,4,2128,6,30,2,6,0,0,4,1,1,0,0,1,1,2,E01030875,4,2,3
451034383,501071,152098,-0.552908,51.259092,4/8/2021,apr,5,15:10:00,15,after,E07000209,3,3,3,70,0,0,0,0,1,1,1,0,0,1,1,1,E01030436,1,2,3
451034410,506100,172822,-0.474692,51.44446,4/9/2021,apr,6,14:45:00,14,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030711,3,2,3
451034418,521434,158483,-0.259044,51.31251,4/11/2021,apr,1,9:00:00,9,morni,E07000208,6,0,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030417,1,1,1
451034424,511498,149170,-0.404446,51.230833,4/10/2021,apr,7,8:45:00,8,morni,E07000210,6,0,6,30,0,0,0,0,1,9,1,0,0,2,3,2,E01030555,1,2,3
451034425,502572,160143,-0.529096,51.331141,4/11/2021,apr,1,11:23:00,11,morni,E07000217,6,0,6,30,8,6,0,0,1,1,1,0,0,1,1,2,E01030984,2,3,3
451034440,525391,150808,-0.20499,51.242675,4/11/2021,apr,1,12:45:00,12,after,E07000211,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030627,1,2,2
451127289,509654,167504,-0.425217,51.395984,12/30/2021,dec,5,15:25:00,15,after,E07000213,6,0,6,40,0,0,0,0,1,2,2,7,0,2,1,2,E01030720,1,1,3
451034474,509950,166220,-0.421361,51.384386,4/11/2021,apr,1,15:10:00,15,after,E07000207,3,244,6,30,0,0,0,4,1,1,1,0,0,1,1,2,E01030360,1,1,3
451034498,540094,153996,0.006765,51.267905,4/11/2021,apr,1,19:00:00,19,eveni,E07000215,1,25,3,70,0,0,0,0,1,3,2,0,0,2,1,1,E01030831,1,1,3
451034510,533505,156506,-0.086687,51.292042,4/11/2021,apr,1,14:01:00,14,after,E07000215,6,0,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030846,4,2,3
451034723,513440,154560,-0.374937,51.278897,4/12/2021,apr,2,7:15:00,7,morni,E07000210,6,0,6,30,0,0,0,0,1,1,2,0,0,1,2,2,E01030519,1,2,3
451034755,525411,159693,-0.201587,51.322523,4/12/2021,apr,2,11:30:00,11,morni,E07000211,4,2217,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030560,1,2,3
451034757,503613,165568,-0.512583,51.379716,4/12/2021,apr,2,6:42:00,6,morni,E07000212,1,25,3,70,0,0,0,0,1,2,2,0,0,2,2,1,E01030655,1,2,3
451034803,528007,158962,-0.164614,51.315375,4/12/2021,apr,2,11:13:00,11,morni,E07000211,4,2032,6,30,3,4,0,0,1,2,2,0,0,1,3,2,E01030566,1,2,3
451034827,503676,171762,-0.509869,51.435381,4/12/2021,apr,2,16:58:00,16,after,E07000213,4,1,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030736,1,2,3
451034834,520191,162988,-0.275352,51.353263,4/10/2021,apr,7,11:15:00,11,morni,E07000208,4,284,1,40,1,6,0,0,1,1,1,0,0,2,1,2,E01030383,1,2,3
451034848,529317,147884,-0.149829,51.21552,4/12/2021,apr,2,19:00:00,19,eveni,E07000211,6,0,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030571,1,1,3
451034865,499336,160173,-0.575522,51.331985,4/13/2021,apr,3,0:45:00,0,night,E07000217,6,0,6,40,6,6,0,0,6,8,4,0,0,2,1,2,E01030967,1,2,3
451034914,509693,160671,-0.42676,51.334559,4/12/2021,apr,2,18:41:00,18,eveni,E07000207,3,245,1,30,1,3,0,0,1,1,1,0,0,2,2,2,E01030318,1,2,3
451035011,501731,159249,-0.541419,51.323256,4/13/2021,apr,3,9:00:00,9,morni,E07000217,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030988,1,1,2
451035157,487754,132989,-0.748362,51.089506,4/13/2021,apr,3,10:49:00,10,morni,E07000216,6,0,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030926,1,2,3
451035189,489203,160351,-0.720884,51.335263,4/13/2021,apr,3,8:00:00,8,morni,E07000214,3,325,1,40,1,6,0,0,1,1,1,0,0,1,1,2,E01030799,1,2,3
451035204,529173,144256,-0.153193,51.182946,4/13/2021,apr,3,13:15:00,13,after,E07000211,6,0,6,20,0,0,0,0,1,1,1,0,2,1,1,2,E01030580,1,2,2
451035205,491390,164053,-0.688549,51.368196,4/13/2021,apr,3,10:05:00,10,morni,E07000214,3,322,6,50,0,0,2,0,1,1,1,0,0,2,1,2,E01030758,1,2,3
451035307,488386,150285,-0.735096,51.2449,4/13/2021,apr,3,20:15:00,20,eveni,E07000209,3,323,7,70,0,0,0,1,6,1,1,0,0,1,1,2,E01030424,1,1,3
451035325,526787,142639,-0.187883,51.168946,4/13/2021,apr,3,12:30:00,12,after,E07000210,3,217,1,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030531,1,2,3
451035460,527365,158328,-0.174047,51.309821,4/14/2021,apr,4,8:50:00,8,morni,E07000211,4,2219,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030568,1,2,2
451035514,532277,150732,-0.106423,51.240437,4/13/2021,apr,3,12:15:00,12,after,E07000215,3,25,6,30,0,0,0,0,1,1,1,0,0,2,3,2,E01030815,1,3,3
451035576,517102,139836,-0.327256,51.145815,4/13/2021,apr,3,12:30:00,12,after,E07000210,3,24,1,40,1,3,0,0,1,1,1,0,0,2,1,2,E01030529,1,2,2
451035594,505977,161262,-0.479908,51.340575,3/20/2021,mar,7,13:30:00,13,after,E07000217,6,0,6,30,9,6,0,0,1,1,1,0,0,1,3,2,E01030949,1,2,3
451035649,495214,159156,-0.634942,51.323547,4/14/2021,apr,4,18:10:00,18,eveni,E07000214,3,322,6,40,3,6,0,0,1,1,1,0,0,1,1,2,E01030761,1,2,3
451035650,501405,170321,-0.542941,51.422839,4/13/2021,apr,3,18:57:00,18,eveni,E07000212,6,0,6,40,1,6,0,8,1,1,1,0,0,2,1,2,E01030687,1,1,3
451035653,504809,169524,-0.494236,51.415056,4/14/2021,apr,4,17:27:00,17,after,E07000213,4,376,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030728,1,3,2
451035656,498155,158026,-0.593059,51.31289,4/14/2021,apr,4,18:00:00,18,eveni,E07000217,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01031000,3,2,3
451035693,523262,160053,-0.232287,51.326228,4/15/2021,apr,5,0:40:00,0,night,E07000211,3,2022,3,30,3,6,0,0,4,1,1,0,0,1,1,2,E01030603,3,2,3
451035734,509309,164152,-0.431204,51.365922,4/14/2021,apr,4,15:00:00,15,after,E07000207,3,317,3,30,3,6,0,0,1,1,1,0,0,1,3,2,E01030340,2,2,3
451035944,529091,146526,-0.153551,51.203366,4/14/2021,apr,4,16:55:00,16,after,E07000211,6,0,6,30,6,6,0,0,1,1,1,0,0,2,3,2,E01030629,1,2,3
451035973,505959,171617,-0.47708,51.433655,4/14/2021,apr,4,13:56:00,13,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030713,1,2,3
451036116,499162,167144,-0.576076,51.394677,4/15/2021,apr,5,18:25:00,18,eveni,E07000212,6,0,6,40,9,6,0,0,1,1,1,0,0,1,1,2,E01030691,1,2,3
451036199,488906,155603,-0.726329,51.292627,4/16/2021,apr,6,8:40:00,8,morni,E07000214,4,3411,6,30,3,6,0,1,1,1,1,0,0,1,1,2,E01030783,1,2,3
451036230,500333,157987,-0.56183,51.31216,4/16/2021,apr,6,12:30:00,12,after,E07000217,3,320,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030991,1,2,3
451036326,507694,159390,-0.455831,51.323426,4/16/2021,apr,6,16:40:00,16,after,E07000209,1,25,7,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,2,4,3
451036331,521006,145501,-0.269568,51.195921,4/16/2021,apr,6,17:00:00,17,after,E07000210,6,0,6,30,0,0,0,0,1,1,1,0,0,2,2,2,E01030530,1,2,3
451036337,510409,168686,-0.414001,51.406462,4/14/2021,apr,4,7:33:00,7,morni,E07000213,6,0,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030753,1,2,2
451036341,515361,168416,-0.342924,51.403051,4/16/2021,apr,6,22:07:00,22,eveni,E07000207,3,309,6,30,9,3,0,5,4,1,1,0,0,1,1,2,E01030326,1,2,3
451127322,484054,146989,-0.797917,51.215923,12/30/2021,dec,5,19:45:00,19,eveni,E07000216,3,325,6,30,3,3,0,0,4,1,2,0,0,1,1,2,E01030895,1,2,3
451036431,507143,159518,-0.463697,51.324681,4/17/2021,apr,7,10:54:00,10,morni,E07000209,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030458,2,4,3
451036435,511700,149789,-0.401362,51.236357,4/17/2021,apr,7,10:46:00,10,morni,E07000209,6,0,6,20,0,0,0,0,1,1,1,0,0,2,1,2,E01030446,1,1,2
451036485,503206,171971,-0.516567,51.437345,4/17/2021,apr,7,12:55:00,12,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030735,1,2,3
451036487,516453,156772,-0.331037,51.298172,4/14/2021,apr,4,17:05:00,17,after,E07000210,3,245,2,30,9,3,0,4,1,1,1,0,0,1,1,2,E01030549,1,1,2
451036509,502280,138258,-0.539525,51.134468,4/17/2021,apr,7,17:25:00,17,after,E07000216,4,2130,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030864,1,1,2
451036514,528644,155136,-0.156857,51.280848,4/17/2021,apr,7,17:30:00,17,after,E07000211,3,23,3,50,5,1,0,0,1,1,1,0,0,2,1,1,E01030567,4,3,3
451036542,527789,153185,-0.169806,51.263506,4/17/2021,apr,7,17:40:00,17,after,E07000211,6,0,6,60,0,0,0,0,1,1,1,0,0,2,1,2,E01030598,1,2,1
451036561,483991,146174,-0.79901,51.208605,4/17/2021,apr,7,12:34:00,12,after,E07000216,3,31,3,50,3,6,0,0,1,1,1,0,0,1,1,2,E01030889,1,1,3
451036563,483991,146174,-0.79901,51.208605,4/17/2021,apr,7,13:17:00,13,after,E07000216,3,31,3,50,3,6,0,0,1,1,1,0,0,1,1,2,E01030889,4,3,2
451036591,504972,164584,-0.493353,51.370622,4/18/2021,apr,1,8:25:00,8,morni,E07000212,4,3121,6,30,6,3,0,5,1,1,1,0,0,1,1,2,E01030649,1,2,3
451036604,533313,156351,-0.089496,51.290694,4/18/2021,apr,1,11:20:00,11,morni,E07000215,4,2030,6,30,7,6,0,8,1,1,1,0,0,1,1,2,E01030848,1,2,3
451036609,484199,146213,-0.796024,51.208925,4/18/2021,apr,1,13:00:00,13,after,E07000216,3,287,6,30,6,6,0,5,1,1,1,0,0,1,1,2,E01030888,1,2,2
451036670,536127,152890,-0.050484,51.258926,4/18/2021,apr,1,17:28:00,17,after,E07000215,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030825,2,4,1
451036814,505619,161041,-0.485111,51.338655,4/19/2021,apr,2,8:55:00,8,morni,E07000217,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030946,1,2,3
451036879,497400,162213,-0.602745,51.350657,4/19/2021,apr,2,9:26:00,9,morni,E07000214,4,383,6,30,9,6,0,4,1,1,1,0,0,1,1,2,E01030764,1,2,3
451036948,513982,164772,-0.363907,51.370576,4/18/2021,apr,1,11:40:00,11,morni,E07000207,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030307,1,2,3
451036967,511321,166147,-0.40169,51.383463,4/14/2021,apr,4,13:50:00,13,after,E07000207,6,0,6,30,0,0,0,0,1,1,1,0,0,1,2,2,E01030354,1,2,2
451036989,490213,161420,-0.706119,51.344714,4/19/2021,apr,2,7:32:00,7,morni,E07000214,4,3015,6,50,0,0,0,0,1,1,1,0,0,2,2,2,E01030797,1,2,2
451037036,530834,143409,-0.12975,51.174956,4/19/2021,apr,2,15:55:00,15,after,E07000211,6,0,1,30,2,6,0,0,1,1,1,0,0,2,1,2,E01030583,2,2,3
