acci_ref,loc_east_osgr,loc_nor_osgr,longitude,latitude,date,_months_,day_of_week,time,hour_of_day,time_category,loc_auth_ons_distr,first_road_class,first_road_num,road_type,speed_limit,junc_detail,sec_road_class,ped_cross_hum_con,ped_cross_phy_facil,light_con,weath_con,road_surf_con,spec_con_site,carri_haz,urb_or_rur_area,did_poli_offi_att,tru_road_flag,lsoa_of_acc_loc,num_of_casu,num_of_vehi,acci_severity
451099474,492815,163778,-0.668156,51.365493,10/17/2021,oct,1,12:42:00,12,after,E07000214,6,0,6,30,0,0,0,8,1,1,1,0,0,1,1,2,E01030809,1,2,2
451099508,503244,166005,-0.517756,51.383712,10/17/2021,oct,1,19:46:00,19,eveni,E07000212,1,25,3,70,0,0,0,0,4,1,1,0,0,2,1,1,E01030655,3,2,3
451099521,503626,171813,-0.510573,51.435848,10/17/2021,oct,1,21:33:00,21,eveni,E07000213,6,0,6,20,0,0,0,0,4,1,1,0,0,1,1,2,E01030736,4,2,3
451099645,497642,151331,-0.602243,51.252794,10/18/2021,oct,2,6:54:00,6,morni,E07000209,3,323,6,30,1,3,0,0,4,1,1,0,0,1,1,2,E01030498,2,2,3
451099686,511810,147397,-0.400531,51.214835,10/17/2021,oct,1,12:57:00,12,after,E07000210,3,25,6,40,7,6,0,0,1,1,1,0,0,2,1,2,E01030555,1,2,2
451099916,497846,149967,-0.599693,51.240497,10/18/2021,oct,2,18:05:00,18,eveni,E07000209,3,3,3,50,0,0,0,0,4,2,2,0,0,1,1,1,E01030470,2,2,3
451099921,520949,160861,-0.265194,51.333987,10/17/2021,oct,1,15:10:00,15,after,E07000208,3,24,3,30,0,0,0,4,1,1,1,0,0,1,3,2,E01030411,1,2,3
451099925,528725,155905,-0.155419,51.287741,10/18/2021,oct,2,11:15:00,11,morni,E07000211,3,23,3,40,0,0,0,0,1,1,1,0,0,1,3,1,E01030569,2,2,3
451099967,502982,174103,-0.519169,51.45655,10/18/2021,oct,2,14:14:00,14,after,E07000213,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030735,2,3,2
451100047,507473,171500,-0.455343,51.432319,10/19/2021,oct,3,6:50:00,6,morni,E07000213,4,377,3,30,1,6,0,4,4,2,2,0,0,1,1,2,E01030702,1,2,3
451100219,500444,158172,-0.560186,51.313803,9/21/2021,sep,3,6:44:00,6,morni,E07000217,3,320,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030993,1,2,3
451100234,498184,136039,-0.598652,51.115236,10/18/2021,oct,2,0:01:00,0,night,E07000216,6,0,6,60,0,0,0,0,7,9,1,0,0,2,2,2,E01030867,1,2,3
451100239,497757,165201,-0.596799,51.377456,10/18/2021,oct,2,17:15:00,17,after,E07000214,1,3,3,70,0,0,0,0,1,2,2,0,0,2,3,1,E01030763,1,3,3
451100374,500414,158581,-0.560501,51.317485,10/18/2021,oct,2,18:15:00,18,eveni,E07000217,3,320,3,30,6,6,0,0,1,1,1,0,0,1,3,2,E01030954,1,2,3
451100423,509573,166389,-0.426724,51.385978,10/19/2021,oct,3,21:14:00,21,eveni,E07000207,3,244,6,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030360,1,2,2
451100428,520356,156485,-0.275177,51.294781,10/19/2021,oct,3,22:55:00,22,eveni,E07000210,4,1,6,60,0,0,0,0,6,1,1,0,0,2,1,2,E01030508,1,1,3
451100558,515135,155031,-0.350494,51.282791,10/20/2021,oct,4,9:05:00,9,morni,E07000210,6,0,6,40,6,6,0,0,1,2,2,0,0,1,1,2,E01030540,1,2,3
451100592,488456,150458,-0.734051,51.246444,10/16/2021,oct,7,13:05:00,13,after,E07000209,3,331,3,70,0,0,0,0,1,1,1,0,0,2,2,2,E01030424,2,2,3
451100680,516359,156544,-0.332459,51.296142,10/20/2021,oct,4,8:31:00,8,morni,E07000210,3,245,6,30,3,6,0,4,1,1,2,0,0,1,1,2,E01030550,1,1,2
451100710,502579,155648,-0.530286,51.290734,10/18/2021,oct,2,21:15:00,21,eveni,E07000209,3,247,6,40,0,0,0,0,4,1,1,0,0,2,2,2,E01030477,1,2,3
451100811,495997,154683,-0.62491,51.283206,10/20/2021,oct,4,13:30:00,13,after,E07000209,4,380,6,30,3,4,0,0,1,1,2,0,0,1,1,2,E01030473,2,3,3
451100828,499624,145130,-0.575573,51.19671,10/20/2021,oct,4,14:30:00,14,after,E07000209,6,0,6,30,0,0,0,0,1,1,2,0,0,2,1,2,E01030478,1,2,3
451100870,504500,172036,-0.497938,51.437692,10/18/2021,oct,2,7:58:00,7,morni,E07000213,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030734,1,2,2
451100886,534490,157070,-0.072357,51.296879,10/20/2021,oct,4,19:10:00,19,eveni,E07000215,6,0,6,30,0,0,0,0,4,1,2,0,0,1,2,2,E01030851,1,3,2
451100896,525467,149936,-0.204206,51.234821,10/20/2021,oct,4,16:25:00,16,after,E07000211,3,217,6,30,9,6,0,1,1,1,2,0,0,1,1,2,E01030620,1,2,3
451101009,488255,134996,-0.740721,51.107472,10/21/2021,oct,5,6:25:00,6,morni,E07000216,3,3,7,70,0,0,0,0,4,1,1,0,0,2,3,1,E01030929,1,2,3
451101087,517181,145136,-0.324404,51.193437,10/21/2021,oct,5,7:30:00,7,morni,E07000210,6,0,6,50,6,3,0,0,1,4,2,0,0,2,1,2,E01030544,1,3,3
451101121,505070,162879,-0.492448,51.355278,10/20/2021,oct,4,19:50:00,19,eveni,E07000212,1,25,3,70,0,0,0,0,4,1,1,0,0,1,3,1,E01030683,1,2,3
451101207,500326,149970,-0.564177,51.240094,10/17/2021,oct,1,11:43:00,11,morni,E07000209,3,3100,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030455,1,2,3
451101239,508449,166918,-0.44271,51.390948,10/21/2021,oct,5,12:26:00,12,after,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030733,2,2,3
451101256,498202,151703,-0.59412,51.256042,10/20/2021,oct,4,22:00:00,22,eveni,E07000209,3,322,6,30,9,6,0,0,4,2,2,0,0,1,3,2,E01030498,1,2,2
451101265,508999,167581,-0.434604,51.396802,10/19/2021,oct,3,20:20:00,20,eveni,E07000213,3,244,1,30,1,4,0,0,4,2,2,0,0,1,3,2,E01030731,1,2,3
451101268,529030,156797,-0.150725,51.295688,10/21/2021,oct,5,16:05:00,16,after,E07000211,6,0,6,30,0,0,0,0,1,1,1,0,0,2,1,2,E01030569,1,1,2
451101313,517750,150055,-0.314652,51.237533,10/21/2021,oct,5,18:25:00,18,eveni,E07000210,4,2038,6,40,3,3,0,0,4,1,1,0,0,1,1,2,E01030556,1,2,3
451101333,506216,172360,-0.473161,51.440286,10/14/2021,oct,5,15:15:00,15,after,E07000213,4,378,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030707,1,3,3
451101334,503073,165692,-0.520303,51.380929,10/12/2021,oct,3,9:07:00,9,morni,E07000212,3,320,1,30,2,6,0,8,1,1,1,0,0,1,1,2,E01030655,1,1,3
451101422,499774,151031,-0.571786,51.249728,10/22/2021,oct,6,6:50:00,6,morni,E07000209,3,3,7,30,2,3,0,0,4,1,1,0,0,1,1,1,E01030484,1,2,2
451101499,504580,164300,-0.499066,51.368141,10/22/2021,oct,6,10:40:00,10,morni,E07000212,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030660,1,2,3
451101609,519796,163773,-0.280758,51.360402,10/22/2021,oct,6,6:26:00,6,morni,E07000208,6,0,6,30,6,6,0,5,4,1,2,0,0,1,1,2,E01030401,2,2,2
451101629,514234,165012,-0.360211,51.372683,10/22/2021,oct,6,13:25:00,13,after,E07000207,3,307,6,30,3,3,0,0,1,1,1,0,0,1,1,2,E01030310,1,2,3
451101667,522650,162239,-0.240314,51.346007,10/22/2021,oct,6,19:16:00,19,eveni,E07000208,3,232,6,30,0,0,0,5,4,1,1,0,0,1,1,2,E01032624,1,1,3
451101686,504121,163708,-0.50583,51.362904,10/21/2021,oct,5,20:55:00,20,eveni,E07000212,6,0,6,30,0,0,0,0,4,1,1,0,0,1,1,2,E01030660,1,1,3
451101772,535048,152618,-0.06604,51.256738,10/21/2021,oct,5,17:30:00,17,after,E07000215,4,2235,6,30,9,6,0,0,1,1,2,0,0,2,3,2,E01030824,1,2,3
451101858,521343,153029,-0.262201,51.263511,10/20/2021,oct,4,18:18:00,18,eveni,E07000211,4,2033,6,40,0,0,0,0,6,1,1,0,0,2,1,2,E01030639,3,2,3
451101967,531000,145423,-0.126643,51.193019,10/23/2021,oct,7,18:45:00,18,eveni,E07000215,1,23,3,70,0,0,0,0,6,1,1,0,2,2,1,1,E01030817,1,2,3
451101990,537294,157949,-0.031826,51.304111,10/24/2021,oct,1,12:45:00,12,after,E07000215,4,269,6,60,3,6,0,0,1,1,1,0,0,2,1,2,E01030852,1,2,2
451102013,528744,156105,-0.155074,51.289534,10/24/2021,oct,1,17:03:00,17,after,E07000211,3,23,6,40,0,0,0,0,1,1,2,0,0,1,1,1,E01030569,3,4,3
451102026,517434,140349,-0.322345,51.150358,10/24/2021,oct,1,22:30:00,22,eveni,E07000210,6,0,6,30,3,6,0,0,6,1,1,0,0,2,1,2,E01030529,1,2,2
451102031,509082,164066,-0.43449,51.365192,10/24/2021,oct,1,13:33:00,13,after,E07000207,3,317,6,30,9,6,0,0,1,1,1,0,0,1,1,2,E01030349,1,2,3
451102067,502400,172679,-0.527954,51.443855,10/24/2021,oct,1,10:50:00,10,morni,E07000213,3,30,3,50,0,0,0,0,1,1,1,0,0,2,1,1,E01030735,1,2,3
451102195,486936,158102,-0.753966,51.315397,10/25/2021,oct,2,9:50:00,9,morni,E07000214,3,331,3,70,0,0,0,0,1,1,2,0,0,2,1,2,E01030766,1,2,2
451102281,504734,174731,-0.493776,51.461874,10/15/2021,oct,6,20:45:00,20,eveni,E07000213,3,3044,3,40,0,0,0,0,1,9,1,0,0,2,2,2,E01030747,1,2,3
451102317,497991,165413,-0.593379,51.379321,10/25/2021,oct,2,10:14:00,10,morni,E07000212,1,3,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030692,1,2,3
451102378,491386,164363,-0.688527,51.370983,10/25/2021,oct,2,10:30:00,10,morni,E07000214,3,322,6,30,0,0,0,0,1,1,2,0,0,2,2,2,E01030758,1,2,3
451102383,525389,150137,-0.205253,51.236645,10/20/2021,oct,4,16:20:00,16,after,E07000211,3,217,6,30,6,6,0,8,1,1,1,0,0,1,2,2,E01030620,1,2,3
451102394,494481,141386,-0.65014,51.163925,10/25/2021,oct,2,17:15:00,17,after,E07000216,3,283,6,40,9,6,0,0,1,1,1,0,0,2,1,2,E01030939,1,1,3
451102425,515097,162421,-0.348656,51.349221,10/25/2021,oct,2,20:04:00,20,eveni,E07000207,3,3,3,70,0,0,0,0,6,1,1,0,0,2,1,1,E01030342,1,1,3
451102426,527599,142581,-0.176295,51.168245,10/25/2021,oct,2,20:29:00,20,eveni,E07000211,3,23,6,40,0,0,0,0,4,1,2,0,0,2,1,2,E01030579,1,3,3
451102432,487184,134066,-0.75624,51.099275,10/23/2021,oct,7,20:30:00,20,eveni,E07000216,6,0,6,40,9,6,0,0,6,1,1,0,0,2,1,2,E01030929,1,2,2
451102442,525954,152626,-0.196289,51.25889,10/25/2021,oct,2,22:30:00,22,eveni,E07000211,1,25,3,70,0,0,0,0,4,1,2,0,0,2,1,1,E01030598,1,2,2
451102644,510801,165339,-0.409411,51.376302,10/26/2021,oct,3,11:16:00,11,morni,E07000207,3,244,6,30,6,6,0,0,1,1,1,0,0,1,1,2,E01030366,1,2,3
451102764,488656,157024,-0.72956,51.30544,10/26/2021,oct,3,17:55:00,17,after,E07000214,4,3411,6,30,8,6,0,0,4,1,1,0,0,1,1,2,E01030772,1,2,3
451102768,498594,150981,-0.588702,51.249484,10/26/2021,oct,3,18:05:00,18,eveni,E07000209,3,323,6,30,9,3,0,0,4,1,1,0,0,1,1,2,E01030495,1,2,3
451102770,508641,169037,-0.439302,51.409958,10/23/2021,oct,7,6:21:00,6,morni,E07000213,1,3,3,70,0,0,0,0,6,1,1,0,0,2,1,1,E01030722,1,1,3
451102945,494816,142351,-0.645096,51.172545,10/27/2021,oct,4,8:35:00,8,morni,E07000216,6,0,6,30,0,0,0,0,1,1,1,0,0,2,2,2,E01030938,1,1,3
451103084,533756,158328,-0.082407,51.308357,10/26/2021,oct,3,18:55:00,18,eveni,E07000215,6,0,6,30,6,6,0,0,4,1,2,0,0,1,3,2,E01030860,1,2,3
451103168,527331,150267,-0.177404,51.237383,10/27/2021,oct,4,12:20:00,12,after,E07000211,6,0,6,30,8,6,0,0,1,1,1,0,0,1,1,2,E01030596,1,2,2
451103180,505840,160406,-0.482128,51.332906,10/27/2021,oct,4,10:20:00,10,morni,E07000217,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030946,1,4,3
451103184,496735,143721,-0.617286,51.184539,10/27/2021,oct,4,13:00:00,13,after,E07000216,3,3100,6,30,6,6,0,5,1,1,1,0,0,1,1,2,E01030914,6,2,3
451103196,524058,143520,-0.226593,51.177462,10/25/2021,oct,2,6:50:00,6,morni,E07000210,6,0,6,40,6,6,0,0,6,1,2,0,0,2,1,2,E01030531,2,2,2
451103208,509719,170454,-0.42337,51.422488,10/27/2021,oct,4,17:42:00,17,after,E07000213,4,1,6,30,0,0,0,0,4,1,1,0,0,1,1,2,E01030750,1,1,3
451103229,502350,166691,-0.530401,51.39004,10/27/2021,oct,4,19:55:00,19,eveni,E07000212,6,0,6,60,3,6,0,0,4,1,1,0,0,1,1,2,E01030677,1,2,3
451103239,517039,150718,-0.324616,51.243638,10/27/2021,oct,4,16:07:00,16,after,E07000210,3,24,3,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030556,1,2,3
451103348,508666,158886,-0.44204,51.318711,10/28/2021,oct,5,7:37:00,7,morni,E07000207,1,25,3,70,0,0,0,0,1,1,1,0,0,2,1,1,E01030302,1,2,3
451103449,508096,159346,-0.450077,51.322955,10/27/2021,oct,4,20:15:00,20,eveni,E07000209,3,3,1,50,0,0,0,0,4,1,1,0,0,2,3,1,E01030458,1,2,3
451103470,524773,159813,-0.210696,51.323742,10/28/2021,oct,5,11:50:00,11,morni,E07000211,3,217,3,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030607,1,2,3
451103692,514182,164969,-0.360972,51.372307,10/27/2021,oct,4,17:45:00,17,after,E07000207,3,307,6,30,3,6,0,0,1,1,1,0,0,1,2,2,E01030307,1,2,3
451103719,515344,168370,-0.343183,51.402641,10/29/2021,oct,6,6:44:00,6,morni,E07000207,3,309,9,30,9,6,0,5,4,2,2,0,0,1,2,2,E01030326,1,2,3
451103734,522125,162089,-0.2479,51.344772,10/29/2021,oct,6,7:25:00,7,morni,E07000208,3,240,1,30,1,3,0,4,4,2,2,0,0,1,1,2,E01030396,1,2,3
451103826,504884,172139,-0.492385,51.438547,10/29/2021,oct,6,9:50:00,9,morni,E07000213,3,30,3,30,3,6,0,0,1,1,2,0,0,1,1,1,E01030734,2,2,2
451103886,516994,157803,-0.322943,51.307328,10/29/2021,oct,6,12:40:00,12,after,E07000210,1,25,3,70,0,0,0,0,1,2,2,0,0,2,2,1,E01030511,1,2,3
451103897,522786,154500,-0.241024,51.276423,10/29/2021,oct,6,14:57:00,14,after,E07000211,4,2032,6,40,0,0,0,4,1,2,2,0,0,2,1,2,E01030635,1,4,3
451103918,486894,158089,-0.754572,51.315286,10/29/2021,oct,6,15:35:00,15,after,E07000214,3,331,3,70,0,0,0,0,1,1,1,0,0,2,1,2,E01030766,1,2,3
451103944,506818,171647,-0.464718,51.433764,10/29/2021,oct,6,14:11:00,14,after,E07000213,4,378,6,30,3,6,0,0,1,1,2,0,0,1,1,2,E01030712,1,2,3
451103985,502433,172920,-0.52741,51.446016,10/29/2021,oct,6,19:39:00,19,eveni,E07000213,1,25,3,70,0,0,0,0,4,1,1,0,1,2,1,1,E01030735,1,2,3
451103989,492892,161514,-0.667641,51.345128,10/29/2021,oct,6,21:41:00,21,eveni,E07000214,4,311,6,50,0,0,0,0,6,8,2,0,0,2,1,2,E01030806,2,2,2
451104001,490461,147776,-0.70601,51.22202,10/29/2021,oct,6,23:45:00,23,eveni,E07000209,6,0,6,60,0,0,0,0,6,1,2,0,0,2,1,2,E01030471,3,1,3
451104004,504317,171980,-0.500586,51.437223,10/29/2021,oct,6,22:52:00,22,eveni,E07000213,3,308,3,30,0,0,0,0,4,1,2,0,0,1,1,1,E01030736,2,3,3
451104010,501419,171482,-0.542408,51.433272,10/30/2021,oct,7,3:51:00,3,night,E07000212,4,388,6,30,0,0,0,0,4,2,2,0,0,1,1,2,E01030668,1,1,3
451104097,506109,164957,-0.476914,51.373764,10/30/2021,oct,7,9:00:00,9,morni,E07000212,3,317,3,40,0,0,0,0,1,2,2,0,0,1,1,2,E01030647,1,2,3
451104099,525751,159872,-0.196647,51.324057,10/29/2021,oct,6,17:02:00,17,after,E07000211,4,2217,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030560,1,1,3
451104100,491334,155129,-0.691638,51.287982,10/30/2021,oct,7,12:25:00,12,after,E07000209,5,0,9,40,0,0,0,0,1,1,2,0,0,2,1,2,E01030473,1,1,3
451104110,490254,149088,-0.708643,51.233847,10/30/2021,oct,7,12:00:00,12,after,E07000209,6,0,6,40,9,6,0,0,1,1,1,0,0,2,1,2,E01030423,2,2,3
451104114,489626,159534,-0.715019,51.327852,10/29/2021,oct,6,11:45:00,11,morni,E07000214,4,311,6,30,0,0,0,0,1,1,2,0,0,1,1,2,E01030789,1,1,3
451104123,541805,147072,0.028535,51.205261,10/29/2021,oct,6,14:08:00,14,after,E07000215,6,0,6,40,0,0,0,0,1,1,1,0,0,2,3,2,E01030834,2,2,3
451104180,493151,148096,-0.667418,51.224464,10/30/2021,oct,7,17:32:00,17,after,E07000209,6,0,6,30,0,0,0,0,6,1,2,0,0,2,1,2,E01030472,1,1,2
451104190,514943,167922,-0.34909,51.398695,10/30/2021,oct,7,16:30:00,16,after,E07000207,4,3379,6,30,2,4,0,0,1,1,1,0,0,1,1,2,E01030328,1,2,3
451104197,500541,167213,-0.556243,51.395055,10/30/2021,oct,7,18:10:00,18,eveni,E07000212,1,3,3,70,0,0,0,0,6,1,1,0,0,2,1,1,E01030677,4,3,3
451104199,484361,146693,-0.793592,51.213217,10/30/2021,oct,7,20:40:00,20,eveni,E07000216,3,31,6,50,3,4,0,0,7,1,1,0,0,1,1,2,E01030888,2,2,3
451104239,532119,143094,-0.111494,51.17183,10/30/2021,oct,7,9:20:00,9,morni,E07000215,6,0,6,30,0,0,0,0,1,2,2,0,0,2,1,2,E01030816,2,2,3
451104303,502166,154468,-0.536544,51.280201,10/26/2021,oct,3,8:40:00,8,morni,E07000209,6,0,6,40,3,6,0,0,1,1,1,0,0,2,2,2,E01030475,1,2,3
451104320,528231,156478,-0.162293,51.293001,10/31/2021,oct,1,11:02:00,11,morni,E07000211,6,0,6,50,0,0,0,0,1,5,2,5,0,2,1,2,E01030569,3,2,3
451104321,528111,146611,-0.167541,51.20435,10/31/2021,oct,1,11:00:00,11,morni,E07000211,3,23,3,30,0,0,0,0,1,2,2,0,0,1,2,2,E01030629,1,2,3
451104322,530617,141889,-0.133404,51.161345,10/31/2021,oct,1,10:30:00,10,morni,E07000215,1,23,3,70,0,0,0,0,1,2,2,0,0,2,1,1,E01030819,2,2,3
451104329,499332,166415,-0.573837,51.388095,10/30/2021,oct,7,20:35:00,20,eveni,E07000212,1,3,3,70,0,0,0,0,4,1,2,0,0,2,1,1,E01030691,1,3,3
451104364,492214,162825,-0.677034,51.357023,10/31/2021,oct,1,17:27:00,17,after,E07000214,1,3,7,70,0,0,0,0,4,1,1,0,0,2,1,1,E01030781,1,2,3
451104365,488795,134946,-0.733021,51.10694,10/31/2021,oct,1,15:26:00,15,after,E07000216,3,287,6,40,0,0,0,0,1,1,1,5,2,2,1,2,E01030929,2,3,3
451104378,505239,162597,-0.490105,51.352712,10/31/2021,oct,1,17:41:00,17,after,E07000212,1,25,3,70,0,0,0,0,4,1,1,0,0,1,1,1,E01030681,1,2,3
451104382,486412,160391,-0.760929,51.336054,10/31/2021,oct,1,12:55:00,12,after,E07000214,3,30,6,40,3,4,0,0,1,1,1,0,0,1,3,2,E01030793,1,2,3
451104391,506377,139212,-0.480708,51.142298,10/31/2021,oct,1,18:25:00,18,eveni,E07000216,6,0,6,30,0,0,0,0,4,1,2,0,0,1,1,2,E01030873,1,2,3
451104405,488640,136017,-0.734972,51.116592,10/31/2021,oct,1,9:25:00,9,morni,E07000216,4,1,6,40,0,0,0,0,1,5,2,0,0,2,1,2,E01032626,4,1,3
451104420,502049,144794,-0.540974,51.193262,10/31/2021,oct,1,20:18:00,20,eveni,E07000216,6,0,6,30,0,0,0,0,6,1,1,0,0,1,1,2,E01030863,2,1,3
451104422,499830,149931,-0.571291,51.23983,10/31/2021,oct,1,20:45:00,20,eveni,E07000209,3,246,6,30,6,3,0,0,6,1,1,0,2,1,1,2,E01030457,1,1,3
451104423,505232,156797,-0.491915,51.300578,10/31/2021,oct,1,18:58:00,18,eveni,E07000209,4,2215,6,30,9,6,0,0,4,1,2,0,0,2,1,2,E01030459,2,2,2
451104737,501287,167745,-0.545372,51.399705,10/31/2021,oct,1,17:09:00,17,after,E07000212,1,25,3,70,0,0,0,0,4,1,1,0,3,2,3,1,E01030685,1,2,3
451104829,522877,157436,-0.238711,51.302791,11/1/2021,nov,2,17:17:00,17,after,E07000211,6,0,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030643,1,2,2
451104998,504985,165491,-0.492899,51.378772,11/1/2021,nov,2,18:30:00,18,eveni,E07000212,3,318,6,50,3,6,0,0,4,1,1,0,0,2,2,2,E01030649,1,2,3
451105017,515065,165958,-0.347972,51.381018,10/30/2021,oct,7,13:00:00,13,after,E07000207,3,309,6,40,3,6,0,0,1,1,1,0,0,1,3,2,E01030370,1,3,2
451105046,497009,158816,-0.609282,51.320188,11/2/2021,nov,3,8:10:00,8,morni,E07000217,6,0,6,30,9,6,0,0,1,1,1,0,0,1,3,2,E01030974,1,2,3
451105086,487087,160660,-0.751176,51.338369,11/2/2021,nov,3,10:18:00,10,morni,E07000214,6,0,6,40,9,3,0,0,1,1,1,0,0,1,1,2,E01030795,1,1,2
451105095,524069,152513,-0.223329,51.258287,10/29/2021,oct,6,11:32:00,11,morni,E07000211,1,25,3,70,0,0,0,0,1,1,2,0,0,2,1,1,E01030590,2,7,3
451105250,524996,160017,-0.207426,51.325526,11/2/2021,nov,3,11:53:00,11,morni,E07000211,4,2219,6,30,3,6,0,0,1,1,1,0,0,1,1,2,E01030560,1,2,2
451105285,503274,160841,-0.518821,51.337288,11/2/2021,nov,3,15:15:00,15,after,E07000217,6,0,6,30,0,0,0,0,1,1,1,0,0,1,3,2,E01030984,1,2,3
451105325,499383,149581,-0.577789,51.236762,11/1/2021,nov,2,3:00:00,3,night,E07000209,3,322,6,30,0,0,0,4,7,1,1,0,0,1,3,2,E01030452,1,1,2
451105332,506771,164816,-0.467448,51.372372,11/2/2021,nov,3,16:21:00,16,after,E07000212,3,317,6,30,9,6,0,0,1,1,1,0,0,2,1,2,E01030647,1,2,3
451105429,516725,157294,-0.326967,51.302808,11/2/2021,nov,3,11:30:00,11,morni,E07000210,3,245,3,40,0,0,0,0,1,1,1,0,0,1,2,2,E01030549,1,2,3
451105498,525001,160018,-0.207354,51.325534,11/3/2021,nov,4,8:00:00,8,morni,E07000211,4,2217,6,30,9,5,0,0,1,1,2,0,1,1,1,2,E01030560,1,2,3
451105560,502931,171183,-0.520751,51.430312,11/1/2021,nov,2,12:10:00,12,after,E07000212,4,3376,6,30,9,6,0,0,1,1,1,0,0,1,3,2,E01030666,1,2,3
451105562,500233,149688,-0.565587,51.237575,10/9/2021,oct,7,11:00:00,11,morni,E07000209,6,0,6,30,3,6,0,8,1,1,1,0,0,1,2,2,E01030455,1,1,3
451105656,494995,160255,-0.637791,51.333463,11/3/2021,nov,4,11:52:00,11,morni,E07000214,3,322,6,40,0,0,0,0,1,1,1,0,0,1,1,2,E01030762,5,2,3
451105709,498204,150667,-0.594375,51.246728,10/12/2021,oct,3,9:32:00,9,morni,E07000209,6,0,6,50,5,6,0,0,1,1,1,0,0,1,1,2,E01030468,1,2,3
451105761,515446,166587,-0.342296,51.386594,11/3/2021,nov,4,15:30:00,15,after,E07000207,6,0,6,20,0,0,0,0,5,7,2,0,0,1,1,2,E01030352,2,1,3
451105819,541351,154360,0.024915,51.270866,11/3/2021,nov,4,19:10:00,19,eveni,E07000215,4,2,6,40,0,0,0,0,6,1,2,0,0,2,2,2,E01032571,1,2,3
451105828,488643,134396,-0.735327,51.102019,11/3/2021,nov,4,18:55:00,18,eveni,E07000216,3,287,6,40,3,6,0,0,6,2,2,0,0,2,1,2,E01030929,2,2,3
451105952,493007,138031,-0.672079,51.134006,11/2/2021,nov,3,18:20:00,18,eveni,E07000216,3,286,6,30,0,0,0,0,6,9,1,0,0,2,3,2,E01030879,1,2,3
451106175,513809,164777,-0.36639,51.370656,11/4/2021,nov,5,17:35:00,17,after,E07000207,3,244,2,30,9,6,0,0,4,1,1,0,0,1,1,2,E01030307,1,2,3
451106192,522441,158380,-0.244638,51.311369,11/4/2021,nov,5,18:48:00,18,eveni,E07000208,4,290,6,30,9,4,0,0,6,1,1,0,0,1,1,2,E01030417,1,3,2
451106222,533700,140248,-0.089949,51.145886,11/4/2021,nov,5,15:09:00,15,after,E07000215,4,2028,6,40,0,0,0,0,1,1,1,0,0,2,1,2,E01030823,1,2,2
451106427,534686,154686,-0.070447,51.275408,11/3/2021,nov,4,8:10:00,8,morni,E07000215,4,2030,7,30,3,3,0,0,1,1,1,0,0,2,3,2,E01030830,1,2,3
451106442,516701,148047,-0.330325,51.2197,11/5/2021,nov,6,8:50:00,8,morni,E07000210,3,2003,6,30,7,6,0,4,1,1,1,0,0,1,1,2,E01030536,2,1,3
451106452,508512,166855,-0.441824,51.39037,11/5/2021,nov,6,11:55:00,11,morni,E07000213,6,0,6,30,0,0,0,0,1,1,1,0,0,1,1,2,E01030733,1,1,3
451106473,496796,154305,-0.613559,51.279672,11/5/2021,nov,6,12:00:00,12,after,E07000209,3,322,6,40,0,0,2,4,1,1,1,0,0,2,1,2,E01030501,1,3,3
451106488,504166,154376,-0.507906,51.279012,11/5/2021,nov,6,12:49:00,12,after,E07000209,3,247,6,40,3,6,0,0,1,1,1,0,0,2,1,2,E01030440,1,2,3
451106540,528114,150667,-0.166051,51.240803,10/25/2021,oct,2,7:20:00,7,morni,E07000211,3,23,3,30,9,6,0,4,7,1,1,0,0,1,2,2,E01030612,1,1,2
451106554,497764,162196,-0.597524,51.350442,11/5/2021,nov,6,10:56:00,10,morni,E07000214,3,319,6,30,9,6,0,0,1,8,1,0,0,1,1,2,E01030765,1,2,3
451106555,539387,152878,-0.003798,51.258031,11/5/2021,nov,6,15:30:00,15,after,E07000215,6,0,6,30,6,6,0,1,1,4,1,0,0,1,1,2,E01030836,1,1,2
451106597,499291,150719,-0.578791,51.247008,11/5/2021,nov,6,18:09:00,18,eveni,E07000209,3,322,3,40,0,0,0,0,4,1,1,0,0,1,1,2,E01030450,1,3,3
451106624,522328,162332,-0.244904,51.346912,11/5/2021,nov,6,23:48:00,23,eveni,E07000208,3,232,7,30,0,0,0,5,4,1,1,0,0,1,1,2,E01030396,1,2,3
451106625,488829,148140,-0.729283,51.225548,11/3/2021,nov,4,18:20:00,18,eveni,E07000209,3,31,3,70,0,0,0,0,4,1,1,0,0,2,1,2,E01030423,1,2,3
